# Nygaard Kirkwood HullRadSAS SAXS_weights
5.900564890606132984e+00 4.769128322601318359e+00 6.110000000000000320e+00 5.600899999999999857e-05
6.304392752811160960e+00 4.708785057067871094e+00 5.950000000000000178e+00 3.180899999999999987e-05
6.511358034837297915e+00 5.002425670623779297e+00 6.650000000000000355e+00 4.460799999999999710e-05
6.555027231805712340e+00 4.834079265594482422e+00 6.695999999999999730e+00 3.516999999999999700e-05
6.216736096098398612e+00 5.023576259613037109e+00 6.538000000000000256e+00 7.305599999999999985e-05
6.350106844192219491e+00 5.146230220794677734e+00 6.644000000000000128e+00 5.276399999999999829e-05
6.250347872390805470e+00 4.715961456298828125e+00 6.091000000000000192e+00 4.230999999999999979e-05
6.136447378994711599e+00 5.053153514862060547e+00 6.567000000000000171e+00 6.125699999999999982e-05
5.998642499667152350e+00 4.763616085052490234e+00 6.254999999999999893e+00 6.870899999999999556e-05
6.078138603846026555e+00 4.897701263427734375e+00 6.391000000000000014e+00 5.890799999999999910e-05
6.294257565708373470e+00 5.267158508300781250e+00 6.466000000000000192e+00 1.199700000000000050e-04
6.124354389609083960e+00 5.252583503723144531e+00 6.176000000000000156e+00 1.145000000000000049e-04
5.406599485844256314e+00 4.710258483886718750e+00 5.971000000000000085e+00 6.692999999999999785e-05
4.268953946687660483e+00 3.674630403518676758e+00 4.618999999999999773e+00 1.761799999999999971e-05
4.344482343571010929e+00 3.692365169525146484e+00 4.741999999999999993e+00 1.465799999999999925e-05
4.754395382819172511e+00 3.942023277282714844e+00 5.065999999999999837e+00 1.823800000000000055e-05
5.027731738302906095e+00 4.120235443115234375e+00 5.179999999999999716e+00 4.718100000000000110e-05
5.033500324873989129e+00 4.095674037933349609e+00 5.270999999999999908e+00 2.587999999999999955e-05
4.938314282990075021e+00 4.043080806732177734e+00 5.158000000000000362e+00 2.315200000000000127e-05
4.558553277456076636e+00 3.815774917602539062e+00 4.730999999999999872e+00 1.684999999999999961e-05
5.064002076854989376e+00 4.025150775909423828e+00 5.084999999999999964e+00 2.080999999999999896e-05
5.626246236363645181e+00 4.382900714874267578e+00 5.333000000000000185e+00 1.860100000000000029e-05
5.886772120459512259e+00 4.558094501495361328e+00 5.620000000000000107e+00 4.127900000000000238e-05
6.342961410401152911e+00 4.921732902526855469e+00 5.940999999999999837e+00 4.139799999999999904e-05
6.445433851113887336e+00 5.015348911285400391e+00 6.432999999999999829e+00 6.391100000000000524e-05
6.406750047996935038e+00 5.138098716735839844e+00 6.613999999999999879e+00 6.445699999999999629e-05
6.155115239613425437e+00 4.677682876586914062e+00 5.863999999999999879e+00 3.740300000000000086e-05
5.757261600815623659e+00 4.670759201049804688e+00 5.698000000000000398e+00 6.946999999999999725e-05
5.258314416121247170e+00 4.272470951080322266e+00 5.503000000000000114e+00 4.333199999999999780e-05
5.164943828333893094e+00 4.156764507293701172e+00 5.142999999999999794e+00 4.189199999999999803e-05
5.117547192867101913e+00 4.210756778717041016e+00 5.285000000000000142e+00 3.581399999999999964e-05
5.336972032875379135e+00 4.492763519287109375e+00 5.592999999999999972e+00 5.860000000000000137e-05
5.228341591431856727e+00 4.424432754516601562e+00 5.586999999999999744e+00 6.297800000000000587e-05
5.109592349785768484e+00 4.146699905395507812e+00 5.411999999999999922e+00 4.867100000000000208e-05
5.456006267881380545e+00 4.648030281066894531e+00 6.030999999999999694e+00 5.470799999999999866e-05
5.410432993328692319e+00 4.317809104919433594e+00 5.506999999999999673e+00 3.779000000000000241e-05
5.503869915826262726e+00 4.256081581115722656e+00 5.469999999999999751e+00 2.493500000000000097e-05
5.452425057304655986e+00 4.377801418304443359e+00 5.535999999999999588e+00 3.400400000000000173e-05
5.368788888787287661e+00 4.272017002105712891e+00 5.272000000000000242e+00 1.662399999999999872e-05
5.730936965580011311e+00 4.533075332641601562e+00 5.597999999999999865e+00 3.719600000000000098e-05
